Region,Division,District,BEIS School ID,School Name,Street Address,Municipality,Legislative District,Barangay,Sector,Urban/Ru,Sacl hColaosls Sifuicbactliaosnsification,Modified Curricural Offering Classification
NCR,Manila,Tondo I,406336,St. Stephen's High School,"1267 G. Masangkay Street, Sta. Cruz, Manila",TONDO,3rd District,BARANGAY 266,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406338,Holy Trinity Academy,"CALABASH ROAD,BALIC-BALIC,SAMPALOC, MANIILA",SAMPALOC,4th District,BARANGAY 540,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406339,The University of Manila,"546 M.V. DELOS SANTOS STREET, SAMPALOC",SAMPALOC,4th District,BARANGAY 403,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406341,"Nazareth School of National University, Inc.",272 Plaza Sta. Teresita,SAMPALOC,4th District,BARANGAY 435,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406342,Dominican School,1044 A.H. Lacson Street,SAMPALOC,4th District,BARANGAY 471,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406343,Perpetual Help College of Manila,"1240 V. Concepcion St., Sampaloc, Manila",SAMPALOC,4th District,BARANGAY 470,Private,Urban,Non-Sectarian,JHS with SHS
NCR,Manila,Tondo I,406344,St. Jude College,"Don Quijote,cor Dimasalang Streets,Sampaloc,Manila",SAMPALOC,4th District,BARANGAY 491,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406347,Gloria Dei Christian School,4461 Old Sta. Mesa,SAMPALOC,4th District,BARANGAY 587,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo I,406348,Manila Christian Day School,"3975 Ramon Magsaysay Blvd., Sta. Mesa, Manila",SAMPALOC,4th District,BARANGAY 586,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,406349,Regina Apostolorum Academy,Valenzuela St.,SAMPALOC,4th District,BARANGAY 590,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406350,Sacred Heart of Jesus Catholic School,"4324 Old Sta. Mesa, Manila",SAMPALOC,4th District,BARANGAY 593,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406351,"Don Bosco School (Salesian Sisters), Inc.",3500 V. Mapa Extension,SAMPALOC,6th District,BARANGAY 602,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406353,"Philippine Chung Hua School, Inc.",3217 REPOSO ST.STA.MESA MANILA,SAMPALOC,6th District,BARANGAY 592,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406356,Three Angels Educational Center,"450 Hipodromo st.,Sta Mesa, Manila",SAMPALOC,6th District,BARANGAY 629,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406357,"Paco Catholic School, Inc.",1521 Paz Street,PACO,5th District,BARANGAY 679,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406358,Paco Citizen Foundation Academy,"1646-50 Paz st. Paco ,Manila",PACO,5th District,BARANGAY 683,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406359,Adamson University,"900 San Marcelino St., Ermita",ERMITA,5th District,BARANGAY 661,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406360,Colegio de San Juan de Letran,"151 Muralla St., Intramuros",INTRAMUROS,5th District,BARANGAY 654,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406361,Colegio de Santa Rosa,"Sto. Tomas Street Intramuros, Manila",INTRAMUROS,5th District,BARANGAY 655,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406363,Ermita Catholic School,M. H. del  Pilar St.,MALATE,5th District,BARANGAY 689,Private,Urban,Sectarian,Purely JHS
NCR,Manila,Tondo I,406364,Jesus Reigns Christian Academy Foundation,811 Julio Nakpil Street,MALATE,5th District,BARANGAY 696,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406365,Jose Abad Santos Memorial School (JASM),"1984 Pilar Hidalgo Lim St., Malate, Manila",MALATE,5th District,BARANGAY 703,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406366,Malate Catholic School,"1030 A. Mabini corner San Andres, Malate, Manila",MALATE,5th District,BARANGAY 701,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406367,Philippine Christian University Corporation,"1648 Taft Avenue, corner Pedro Gil Street",MALATE,5th District,BARANGAY 697,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406368,Philippine Women's University,"1743 Taft Avenue, Manila",MALATE,5th District,BARANGAY 694,Private,Urban,Non-Sectarian,JHS with SHS
NCR,Manila,Tondo I,406370,St. Anthony School,"118 Singalong, Manila",MALATE,5th District,BARANGAY 744,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406371,"St. Scholastica's College, Manila","2560 Leon Guinto St. Malate, Manila",MALATE,5th District,BARANGAY 728,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406372,Santa Isabel College Of Manila,210 Taft Ave.,ERMITA,5th District,BARANGAY 660,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406373,Holy Family Parochial School,"1746 Sagrada Pamilya St. San Andres Bukid, Sta. Ana,Manila",SANTA ANA,5th District,BARANGAY 770,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo I,406374,"Republic Institute of Manila, Inc.","Crisolita Street, San Andres",SANTA ANA,5th District,BARANGAY 798,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406375,St. Peter the Apostle School,"1260 Quirino Avenue,Paco,",PACO,6th District,BARANGAY 827,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406376,St. Joseph's School (Pandacan),Jesus Street,PANDACAN,6th District,BARANGAY 834,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406377,La Concordia College,1739 Pedro Gil,PACO,6th District,BARANGAY 820,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406378,Metropolitan Int'l. Christian Acad. (for. Bible Baptist Educ. Inst),"2356 Syquia St.,",SANTA ANA,6th District,BARANGAY 873,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406380,St. Mary's Academy,2318 Pedro Gil,SANTA ANA,6th District,BARANGAY 876,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406381,St. Pius X Parochial School,"7th St. cor. Neptuno St.  Paco, Manila",SANTA ANA,6th District,BARANGAY 745,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo I,406383,Metropolitan Academy of Manila,2224 Tejeron Street,SANTA ANA,6th District,BARANGAY 877,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,406384,Saint Francis School,New Panaderos,SANTA ANA,6th District,BARANGAY 885,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,406412,St. Matthew of Blumentritt Institute of Technology,"2449 Rizal Avenue, corner Cavite Street, Sta. Cruz",TONDO,3rd District,BARANGAY 209,Private,Urban,Sectarian,JHS with SHS
NCR,Manila,Tondo I,406506,AMA Computer Learning Center - Paco,"3rd Flr., LLS Bldg, 934-936 Pedro Gil St., cor. Agoncillo St., Malate, Manila",MALATE,5th District,BARANGAY 694,Private,Urban,Sectarian,Purely SHS
NCR,Manila,Tondo I,407478,Interface Computer College,"1881 Henry Yang Complex, CM Recto Ave., Sampaloc, Manila",SAMPALOC,1st District,BARANGAY 395,Private,Urban,Sectarian,JHS with SHS
NCR,Manila,Tondo I,407627,De Ocampo Memorial College,"3200 R. Magsaysay Blvd,  Sta. Mesa, Manila",SAMPALOC,1st District,BARANGAY 633,Private,Urban,Sectarian,JHS with SHS
NCR,Manila,Tondo I,408007,Gildel Child Development Center,2141 F. VARONA ST. TONDO,TONDO,1st District,BARANGAY 96,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408009,Regina Angelium School,553 A. Franciso Street,TONDO,1st District,BARANGAY 87,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408010,"Twin's K Tutorial and Learning School, Inc.",22 Quezon corner Coral Streets,TONDO,1st District,BARANGAY 119,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo I,408031,"Moving Every Morning Learning Center, Inc.","3460 A.C. Herrera Street, Bo. Obrero",TONDO,1st District,BARANGAY 190,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408044,"St. Vincent Learning Center of Manila, Inc.","1318 Tecson St. cor. Bugallon, Tondo, Manila",TONDO,1st District,BARANGAY 220,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408047,"The Salvation Army Educational Services, Inc.","1886 cor Inocencio & Velasquez St., Tondo, Manila",TONDO,1st District,BARANGAY 93,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408227,"Five J Christian Academy, Inc.",470 Herbosa Street,TONDO,1st District,BARANGAY 1,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408306,"San Pablo Apostol Learning Center, Inc.",2279 Velasquez Street,TONDO,1st District,BARANGAY 94,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408420,"Kinder Bright Montessori School, Inc.",344 Moriones Street,TONDO,1st District,BARANGAY 9,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408487,"Theresa Andrea Preschool, Inc.",13 Herbosa corner Magsaysay Street,TONDO,1st District,BARANGAY 112,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408498,"Amazing Kids Preschoolers, Inc.","517 Pacheco St., tondo, Manila",TONDO,1st District,BARANGAY 75,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408504,"Starbright Academy of Manila, Inc.",Osmeña Street,TONDO,1st District,BARANGAY 111,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408538,Angels of Hope Academy Inc.,"2239 E. Rodriguez cor. Nava St., Balut, Tondo, Manila",TONDO,1st District,BARANGAY 131,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408560,"Fruits of Faith School, Inc.","No. 553-555 Esguerra St., Tondo, Manila",TONDO,1st District,BARANGAY 12,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,408632,"Smartminds Learning Center of Tondo, Inc.",411 Asuncion-Zabala Street,TONDO,1st District,BARANGAY 1,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,409082,"A. Veloso Pre-school Foundation, Inc.",1706 G. Perfecto Street,TONDO,1st District,BARANGAY 53,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,409200,"Holy Rosary Kiddie Pre-School of Manila, Inc.","2323 Cabo St., Gagalangin",TONDO,2nd District,BARANGAY 169,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,409303,Self Reliance and Development Konkokyo Learning Center,"2133 Rodriguez Street, Balut",TONDO,1st District,BARANGAY 129,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482002,Aguinaldo International School,1113-1117 San Marcelino St. Ermita Manila,MALATE,5th District,BARANGAY 688,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,482005,"St. Dominic Montessori de Manila, Inc","546 V.del Fierro St., Gagalangin, Tondo, Manila",TONDO,2nd District,BARANGAY 168,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482013,Manila Central Adventist Elementary School,2215-2217 Severino Reyes St. Sta. Cruz Manila,SANTA CRUZ,6th District,BARANGAY 360,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482016,Jesus is Lord Christian School - Malate,"1832 San Marcelino St. Malate, Manila",MALATE,5th District,BARANGAY 689,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482022,Gymnazo Christian Academy School,"260 Zabala St. Tondo, Manila",TONDO,2nd District,BARANGAY 28,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,482037,"Operation Brotherhood Montessori Center, Inc.",2241 Pedro Gil Street,SANTA ANA,6th District,BARANGAY 880,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,482042,"The Lord is my Sheperd School of Manila, Inc.","2910 Juan Luna St. Gagalangin Tondo, Manila",TONDO,2nd District,BARANGAY 2,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482043,College of the Holy Spirit Manila,163 E. Mendiola Street,SAN MIGUEL,6th District,BARANGAY 638,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,482044,Shiloh Christian Academy of Tondo,"C-2 Capulong, Tondo, Manila",TONDO,3rd District,BARANGAY 104,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482045,"St. Lino Science High School, Inc.",478 Manga Avenue,SAMPALOC,4th District,BARANGAY 587,Private,Urban,Non-Sectarian,JHS with SHS
NCR,Manila,Tondo I,482049,AIM Christian Learning Center,507 F Dalupan St. Sampaloc Manila,SAMPALOC,4th District,BARANGAY 400,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482053,"Our Lady of Divine Grace School de Manila, Inc.",949 & 959 Basilio St.,SAMPALOC,3rd District,BARANGAY 452,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482055,St. Teodora School and Tutorial Center,"1412 3rd flr., Sanchez Ext., Tondo, Manila",TONDO,2nd District,BARANGAY 1,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482056,"St. John Academy of Manila Foundation, Inc.","725 Bulacan Street, Gagalangin",TONDO,2nd District,BARANGAY 161,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482059,Mary Jane School of Manila,1003 Don Quijote St.,SAMPALOC,3rd District,BARANGAY 478,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo I,482060,St. Vincent Blessed School of Manila,"732 Instruccion St., Sampaloc Manila",SAMPALOC,3rd District,BARANGAY 510,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482061,Today for Tomorrows Learners PreSchool,1055 Dos Castillas,SAMPALOC,3rd District,BARANGAY 479,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482065,Star Kids Development and Learning Center,507 Bulacan St. Gagalangin Tondo,TONDO,2nd District,BARANGAY 186,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482069,Guzman College of Science & Technology Inc.,"509 Z.P. de Guzman St. Quiapo, Manila",QUIAPO,3rd District,BARANGAY 394,Private,Urban,Non-Sectarian,JHS with SHS
NCR,Manila,Tondo I,482070,Our Lady of Fatima Parochial Educational Center (Bacood) Inc.,"Lubiran St., cor Mag. Abad Santos, Bacood, Sta. Mesa",SAMPALOC,6th District,BARANGAY 609,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482071,Sta. Mesa Divine Faith Academy Inc.,"3360 Lubiran Street, Bacood, Sta. Mesa",SAMPALOC,6th District,BARANGAY 611,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482072,University of Santo Tomas High School,"España Boulevard, Sampaloc, Manila",SAMPALOC,4th District,BARANGAY 402,Private,Urban,Sectarian,JHS with SHS
NCR,Manila,Tondo I,482073,Malayan High School of Science,"8013 Paz M. Guazon St. Pandacan, Manila",PACO,5th District,BARANGAY 829,Private,Urban,Non-Sectarian,JHS with SHS
NCR,Manila,Tondo I,482078,St. Vincent Learning Center of Manila - D. Santiago,"860 D. Santiago St., Sampaloc, Manila",SAMPALOC,3rd District,BARANGAY 571,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482079,The Great Wisdom Achievers School Inc.,"3549 Mag. Imperial St., Bacood, Sta. Mesa",SAMPALOC,6th District,BARANGAY 616,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482083,Royal Christian Academy,"3970 Sociego St., Sta. Mesa",SAMPALOC,4th District,BARANGAY 586,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482084,"Eton International School, Inc.",1839 Dr. Vasquez corner Nakpil Streets,MALATE,5th District,BARANGAY 697,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Manila,Tondo I,482085,Jaime Cardinal Sin Learning Center,"2631 J. Posadas Street, Punta, Sta.Ana, Manila",SANTA ANA,6th District,BARANGAY 898,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Manila,Tondo I,482087,Little Children's School,"R.V. Marzan Bldg., Makiling cor Dimasalang Sts.",SAMPALOC,3rd District,BARANGAY 497,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482090,IQRA Integrated English & Arabic School,"250-260, 2F Lourdes Bldg., Globo De Oro St., Quiapo",SANTA CRUZ,3rd District,BARANGAY 348,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo I,482093,"Cerecare Philippines, Inc",3894 R. Magsaysay BLVD,SAMPALOC,6th District,BARANGAY 587,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo I,482095,"Build-Up Knowledge Learning Center, Corp.",manila,TONDO,1st District,BARANGAY 47,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo I,482108,"Affordable Private Education Center, Inc. (APEC Schools) -Tondo BR.",2300 Building Gamban corner Guidote Streets,TONDO,1st District,BARANGAY 132,Private,Urban,Sectarian,JHS with SHS
NCR,Manila,Tondo I,482110,Affordable Private Education Center (APEC Schools) -España Br.,España Boulevard Corner Sisa Street,SAMPALOC,4th District,BARANGAY 513,Private,Urban,Sectarian,JHS with SHS
NCR,Manila,Tondo I,482111,"Affordable Private Education Center, Inc. (APEC Schools) -G. Tuazon, Sampalo","3, FM DaBn iBlauilding, 1318 G. Tuazon Street",SAMPALOC,4th District,BARANGAY 414,Private,Urban,Sectarian,JHS with SHS
NCR,Manila,Tondo I,600211,Universidad de Manila,One Mehan Garden,ERMITA,1st District,BARANGAY 659,SUCs/LUCs,Urban,LUC,JHS with SHS
NCR,Manila,Tondo II,136421,Lapu-Lapu Elementary School,Morong cor. Molave St.,TONDO,2nd District,BARANGAY 201,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo II,305297,Manuel L. Quezon High School,Jose Abad Santos Brgy. 210 Zone 19 Tondo Manila,TONDO,2nd District,BARANGAY 265,Public,Urban,DepED Managed,JHS with SHS
NCR,Manila,Tondo II,407956,"Scuola Maria Ferrari de Manila, Inc.","2905 Orion Street, Manuguit",TONDO,2nd District,BARANGAY 208,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo II,408125,Precious Alexandrite Learning Center Inc.,"1424 Pampanga Street, Sta. Cruz",TONDO,2nd District,BARANGAY 210,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo II,408517,"Pristine Heritage Academy, Corp.","688 Raxabago Street, Gagalangin",TONDO,2nd District,BARANGAY 1,Private,Urban,Sectarian,Purely ES
NCR,Manila,Tondo II,409129,"Villarama Child Learning Center, Inc.","928 New Antipolo St., Tondo, Manila",TONDO,2nd District,BARANGAY 217,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo II,409180,"Learning Time School, Inc.",1081 M. Ocampo Street,TONDO,2nd District,BARANGAY 190,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo II,500567,F. G. Calderon Elementary School,Hermosa- Limay St. Tondo,TONDO,2nd District,BARANGAY 201,Public,Urban,DepED Managed,ES and JHS (K to 10)
NCR,Manila,Tondo III,136422,Antonio Luna Elementary School,"2701 Lico St.,",TONDO,3rd District,BARANGAY 210,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo III,136423,Mariano Ponce Elementary School,"cor.  Bugallon St. -Tomas Mapua St.,",TONDO,2nd District,BARANGAY 220,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo III,136424,Melchora Aquino Elementary School,"Solis St.,",TONDO,2nd District,BARANGAY 204,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo III,136425,Plaridel Elementary School,"Solis St., Tondo, Manila",TONDO,2nd District,BARANGAY 211,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo III,305298,Florentino Torres High School,"2517 Juan Luna Street, Gagalangin",TONDO,2nd District,BARANGAY 173,Public,Urban,DepED Managed,JHS with SHS
NCR,Manila,Tondo IV,136426,Francisco Benitez Elementary School,"134 Solis St.,",TONDO,2nd District,BARANGAY 165,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo IV,136427,Lakan Dula Elementary School,"154 Solis St.,",TONDO,2nd District,BARANGAY 165,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo IV,305295,Lakan Dula High School,"2252 J. Luna, Gagalangin",TONDO,2nd District,BARANGAY 168,Public,Urban,DepED Managed,Purely JHS
NCR,Manila,Tondo IV,408572,Cambridge Children's Learning and Development Inc.,"333 Juan Luna St.,",BINONDO,1st District,BARANGAY 287,Private,Urban,Non-Sectarian,Purely ES
NCR,Manila,Tondo V,136428,Gregoria de Jesus ES,"Bulacan-Dagupan Ext.,",TONDO,2nd District,BARANGAY 161,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo V,136429,Librada Avelino ES,"R.Fernandez St. GagalanginTondo, Manila",TONDO,2nd District,BARANGAY 182,Public,Urban,DepED Managed,Purely ES
NCR,Manila,Tondo V,305294,Jose P. Laurel High School,"Pampanga St., Gagalangin",TONDO,2nd District,BARANGAY 180,Public,Urban,DepED Managed,Purely JHS
NCR,Manila,Tondo VI,136430,Arsenio H. Lacson Elementary School,Younger St.,TONDO,1st District,BARANGAY 137,Public,Urban,DepED Managed,Purely ES
